Contig	Ten_total	Twenty_total
QPX_transcriptome_v1_Contig_10537	141	127
QPX_transcriptome_v1_Contig_10538	149	271
QPX_transcriptome_v1_Contig_10539	299	108
QPX_transcriptome_v1_Contig_1054	5407	2143
QPX_transcriptome_v1_Contig_10540	115	44
QPX_transcriptome_v1_Contig_10541	108	84
QPX_transcriptome_v1_Contig_10542	137	44
QPX_transcriptome_v1_Contig_10543	138	155
QPX_transcriptome_v1_Contig_10544	151	108
QPX_transcriptome_v1_Contig_10545	361	183
QPX_transcriptome_v1_Contig_10546	54	117
QPX_transcriptome_v1_Contig_10547	183	134
QPX_transcriptome_v1_Contig_10548	230	75
QPX_transcriptome_v1_Contig_10549	127	109
QPX_transcriptome_v1_Contig_1055	690	332
QPX_transcriptome_v1_Contig_10550	365	157
QPX_transcriptome_v1_Contig_10551	110	119
QPX_transcriptome_v1_Contig_10552	179	80
QPX_transcriptome_v1_Contig_10553	140	54
QPX_transcriptome_v1_Contig_10554	77	154
QPX_transcriptome_v1_Contig_10555	174	121
QPX_transcriptome_v1_Contig_10556	188	153
QPX_transcriptome_v1_Contig_10557	69	137
QPX_transcriptome_v1_Contig_10558	136	144
QPX_transcriptome_v1_Contig_10559	143	135
QPX_transcriptome_v1_Contig_1056	134	140
QPX_transcriptome_v1_Contig_10560	72	144
QPX_transcriptome_v1_Contig_10561	192	163
QPX_transcriptome_v1_Contig_10562	116	100
QPX_transcriptome_v1_Contig_10563	170	176
QPX_transcriptome_v1_Contig_10564	264	114
QPX_transcriptome_v1_Contig_10565	174	75
QPX_transcriptome_v1_Contig_10566	305	161
QPX_transcriptome_v1_Contig_10567	245	176
QPX_transcriptome_v1_Contig_10568	277	318
QPX_transcriptome_v1_Contig_10569	257	89
QPX_transcriptome_v1_Contig_1057	1821	1639
QPX_transcriptome_v1_Contig_10570	140	136
QPX_transcriptome_v1_Contig_10571	288	164
QPX_transcriptome_v1_Contig_10572	308	434
QPX_transcriptome_v1_Contig_10573	175	118
QPX_transcriptome_v1_Contig_10574	208	106
QPX_transcriptome_v1_Contig_10575	250	171
QPX_transcriptome_v1_Contig_10576	110	59
QPX_transcriptome_v1_Contig_10577	286	189
QPX_transcriptome_v1_Contig_10578	135	67
QPX_transcriptome_v1_Contig_10579	163	142
QPX_transcriptome_v1_Contig_1058	4524	2557
QPX_transcriptome_v1_Contig_10580	582	448
QPX_transcriptome_v1_Contig_10581	98	83
QPX_transcriptome_v1_Contig_10582	255	159
QPX_transcriptome_v1_Contig_10583	127	147
QPX_transcriptome_v1_Contig_10584	86	93
QPX_transcriptome_v1_Contig_10585	209	50
QPX_transcriptome_v1_Contig_10586	153	181
QPX_transcriptome_v1_Contig_10587	100	88
QPX_transcriptome_v1_Contig_10588	120	65
QPX_transcriptome_v1_Contig_10589	146	189
QPX_transcriptome_v1_Contig_1059	2615	1525
QPX_transcriptome_v1_Contig_10590	121	103
QPX_transcriptome_v1_Contig_10591	332	150
QPX_transcriptome_v1_Contig_10592	167	171
QPX_transcriptome_v1_Contig_10593	124	103
QPX_transcriptome_v1_Contig_10594	223	151
QPX_transcriptome_v1_Contig_10595	176	95
QPX_transcriptome_v1_Contig_10596	97	42
QPX_transcriptome_v1_Contig_10597	232	124
QPX_transcriptome_v1_Contig_10598	269	58
QPX_transcriptome_v1_Contig_10599	211	181
QPX_transcriptome_v1_Contig_106	2096	1118
QPX_transcriptome_v1_Contig_1060	1997	1641
QPX_transcriptome_v1_Contig_10600	160	86
QPX_transcriptome_v1_Contig_10601	278	78
QPX_transcriptome_v1_Contig_10602	169	124
QPX_transcriptome_v1_Contig_10603	122	78
QPX_transcriptome_v1_Contig_10604	155	271
QPX_transcriptome_v1_Contig_10605	216	249
QPX_transcriptome_v1_Contig_10606	213	84
QPX_transcriptome_v1_Contig_10607	100	151
QPX_transcriptome_v1_Contig_10608	286	196
QPX_transcriptome_v1_Contig_10609	157	128
QPX_transcriptome_v1_Contig_1061	23474	7352
QPX_transcriptome_v1_Contig_10610	110	59
QPX_transcriptome_v1_Contig_10611	213	160
QPX_transcriptome_v1_Contig_10612	108	184
QPX_transcriptome_v1_Contig_10613	179	118
QPX_transcriptome_v1_Contig_10614	267	144
QPX_transcriptome_v1_Contig_10615	121	100
QPX_transcriptome_v1_Contig_10616	201	138
QPX_transcriptome_v1_Contig_10617	364	353
QPX_transcriptome_v1_Contig_10618	169	114
QPX_transcriptome_v1_Contig_10619	220	122
QPX_transcriptome_v1_Contig_1062	181	151
QPX_transcriptome_v1_Contig_10620	162	120
QPX_transcriptome_v1_Contig_10621	84	117
QPX_transcriptome_v1_Contig_10622	147	58
QPX_transcriptome_v1_Contig_10623	77	56
QPX_transcriptome_v1_Contig_10624	211	233
QPX_transcriptome_v1_Contig_10625	163	80
QPX_transcriptome_v1_Contig_10626	355	171
QPX_transcriptome_v1_Contig_10627	227	196
QPX_transcriptome_v1_Contig_10628	153	70
QPX_transcriptome_v1_Contig_10629	85	102
QPX_transcriptome_v1_Contig_1063	9997	2574
QPX_transcriptome_v1_Contig_10630	100	89
QPX_transcriptome_v1_Contig_10631	150	91
QPX_transcriptome_v1_Contig_10632	62	108
QPX_transcriptome_v1_Contig_10633	202	144
QPX_transcriptome_v1_Contig_10634	103	73
QPX_transcriptome_v1_Contig_10635	280	245
QPX_transcriptome_v1_Contig_10636	188	140
QPX_transcriptome_v1_Contig_10637	170	62
QPX_transcriptome_v1_Contig_10638	198	84
QPX_transcriptome_v1_Contig_10639	158	213
QPX_transcriptome_v1_Contig_1064	6983	6340
QPX_transcriptome_v1_Contig_10640	147	75
QPX_transcriptome_v1_Contig_10641	180	79
QPX_transcriptome_v1_Contig_10642	452	230
QPX_transcriptome_v1_Contig_10643	252	243
QPX_transcriptome_v1_Contig_10644	241	342
QPX_transcriptome_v1_Contig_10645	238	139
QPX_transcriptome_v1_Contig_10646	278	160
QPX_transcriptome_v1_Contig_10647	90	92
QPX_transcriptome_v1_Contig_10648	108	79
QPX_transcriptome_v1_Contig_10649	359	246
QPX_transcriptome_v1_Contig_1065	4259	1709
QPX_transcriptome_v1_Contig_10650	485	373
QPX_transcriptome_v1_Contig_10651	149	92
QPX_transcriptome_v1_Contig_10652	109	85
QPX_transcriptome_v1_Contig_10653	193	88
QPX_transcriptome_v1_Contig_10654	92	78
QPX_transcriptome_v1_Contig_10655	106	155
QPX_transcriptome_v1_Contig_10656	490	134
QPX_transcriptome_v1_Contig_10657	154	234
QPX_transcriptome_v1_Contig_10658	161	186
QPX_transcriptome_v1_Contig_10659	128	111
QPX_transcriptome_v1_Contig_1066	1371	791
QPX_transcriptome_v1_Contig_10660	186	116
QPX_transcriptome_v1_Contig_10661	122	98
QPX_transcriptome_v1_Contig_10662	139	137
QPX_transcriptome_v1_Contig_10663	160	281
QPX_transcriptome_v1_Contig_10664	202	114
QPX_transcriptome_v1_Contig_10665	105	72
QPX_transcriptome_v1_Contig_10666	343	127
QPX_transcriptome_v1_Contig_10667	497	114
QPX_transcriptome_v1_Contig_10668	138	134
QPX_transcriptome_v1_Contig_10669	262	91
QPX_transcriptome_v1_Contig_1067	6355	3770
QPX_transcriptome_v1_Contig_10670	86	52
QPX_transcriptome_v1_Contig_10671	141	130
QPX_transcriptome_v1_Contig_10672	262	442
QPX_transcriptome_v1_Contig_10673	183	83
QPX_transcriptome_v1_Contig_10674	105	72
QPX_transcriptome_v1_Contig_10675	116	72
QPX_transcriptome_v1_Contig_10676	152	188
QPX_transcriptome_v1_Contig_10677	137	60
QPX_transcriptome_v1_Contig_10678	457	329
QPX_transcriptome_v1_Contig_10679	120	109
QPX_transcriptome_v1_Contig_1068	4148	3431
QPX_transcriptome_v1_Contig_10680	223	213
QPX_transcriptome_v1_Contig_10681	136	150
QPX_transcriptome_v1_Contig_10682	259	62
QPX_transcriptome_v1_Contig_10683	90	89
QPX_transcriptome_v1_Contig_10684	212	125
QPX_transcriptome_v1_Contig_10685	551	348
QPX_transcriptome_v1_Contig_10686	56	122
QPX_transcriptome_v1_Contig_10687	122	123
QPX_transcriptome_v1_Contig_10688	319	321
QPX_transcriptome_v1_Contig_10689	168	235
QPX_transcriptome_v1_Contig_1069	3188	992
QPX_transcriptome_v1_Contig_10690	116	44
QPX_transcriptome_v1_Contig_10691	87	104
QPX_transcriptome_v1_Contig_10692	168	101
QPX_transcriptome_v1_Contig_10693	133	170
QPX_transcriptome_v1_Contig_10694	147	71
QPX_transcriptome_v1_Contig_10695	135	105
QPX_transcriptome_v1_Contig_10696	149	116
QPX_transcriptome_v1_Contig_10697	72	155
QPX_transcriptome_v1_Contig_10698	115	122
QPX_transcriptome_v1_Contig_10699	373	265
QPX_transcriptome_v1_Contig_107	167660	126337
QPX_transcriptome_v1_Contig_1070	1257	379
QPX_transcriptome_v1_Contig_10700	223	89
QPX_transcriptome_v1_Contig_10701	104	190
QPX_transcriptome_v1_Contig_10702	197	125
QPX_transcriptome_v1_Contig_10703	179	118
QPX_transcriptome_v1_Contig_10704	222	92
QPX_transcriptome_v1_Contig_10705	147	78
QPX_transcriptome_v1_Contig_10706	110	197
QPX_transcriptome_v1_Contig_10707	86	90
QPX_transcriptome_v1_Contig_10708	104	119
QPX_transcriptome_v1_Contig_10709	183	135
QPX_transcriptome_v1_Contig_1071	5243	2025
QPX_transcriptome_v1_Contig_10710	170	42
QPX_transcriptome_v1_Contig_10711	418	697
QPX_transcriptome_v1_Contig_10712	406	140
QPX_transcriptome_v1_Contig_10713	148	151
QPX_transcriptome_v1_Contig_10714	376	292
QPX_transcriptome_v1_Contig_10715	78	140
QPX_transcriptome_v1_Contig_10716	268	163
QPX_transcriptome_v1_Contig_10717	206	61
QPX_transcriptome_v1_Contig_10718	123	79
QPX_transcriptome_v1_Contig_10719	118	174
QPX_transcriptome_v1_Contig_1072	2075	820
QPX_transcriptome_v1_Contig_10720	165	172
QPX_transcriptome_v1_Contig_10721	237	245
QPX_transcriptome_v1_Contig_10722	338	270
QPX_transcriptome_v1_Contig_10723	89	66
QPX_transcriptome_v1_Contig_10724	113	112
QPX_transcriptome_v1_Contig_10725	66	62
QPX_transcriptome_v1_Contig_10726	104	102
QPX_transcriptome_v1_Contig_10727	127	327
QPX_transcriptome_v1_Contig_10728	164	53
QPX_transcriptome_v1_Contig_10729	177	145
QPX_transcriptome_v1_Contig_1073	8315	3166
QPX_transcriptome_v1_Contig_10730	233	197
QPX_transcriptome_v1_Contig_10731	518	145
QPX_transcriptome_v1_Contig_10732	159	126
QPX_transcriptome_v1_Contig_10733	288	94
QPX_transcriptome_v1_Contig_10734	158	152
QPX_transcriptome_v1_Contig_10735	145	164
QPX_transcriptome_v1_Contig_10736	202	269
QPX_transcriptome_v1_Contig_10737	463	96
QPX_transcriptome_v1_Contig_10738	164	289
QPX_transcriptome_v1_Contig_10739	226	58
QPX_transcriptome_v1_Contig_1074	842	331
QPX_transcriptome_v1_Contig_10740	109	87
QPX_transcriptome_v1_Contig_10741	163	113
QPX_transcriptome_v1_Contig_10742	320	202
QPX_transcriptome_v1_Contig_10743	213	82
QPX_transcriptome_v1_Contig_10744	210	160
QPX_transcriptome_v1_Contig_10745	189	232
QPX_transcriptome_v1_Contig_10746	204	331
QPX_transcriptome_v1_Contig_10747	228	93
QPX_transcriptome_v1_Contig_10748	225	96
QPX_transcriptome_v1_Contig_10749	266	156
QPX_transcriptome_v1_Contig_1075	160	166
QPX_transcriptome_v1_Contig_10750	90	107
QPX_transcriptome_v1_Contig_10751	121	19
QPX_transcriptome_v1_Contig_10752	97	199
QPX_transcriptome_v1_Contig_10753	208	69
QPX_transcriptome_v1_Contig_10754	150	47
QPX_transcriptome_v1_Contig_10755	464	196
QPX_transcriptome_v1_Contig_10756	171	144
QPX_transcriptome_v1_Contig_10757	208	228
QPX_transcriptome_v1_Contig_10758	117	92
QPX_transcriptome_v1_Contig_10759	243	89
QPX_transcriptome_v1_Contig_1076	17907	7178
QPX_transcriptome_v1_Contig_10760	190	98
QPX_transcriptome_v1_Contig_10761	205	68
QPX_transcriptome_v1_Contig_10762	134	72
QPX_transcriptome_v1_Contig_10763	240	274
QPX_transcriptome_v1_Contig_10764	139	151
QPX_transcriptome_v1_Contig_10765	150	197
QPX_transcriptome_v1_Contig_10766	296	150
QPX_transcriptome_v1_Contig_10767	214	120
QPX_transcriptome_v1_Contig_10768	99	177
QPX_transcriptome_v1_Contig_10769	77	102
QPX_transcriptome_v1_Contig_1077	25698	8707
QPX_transcriptome_v1_Contig_10770	171	222
QPX_transcriptome_v1_Contig_10771	131	104
QPX_transcriptome_v1_Contig_10772	115	59
QPX_transcriptome_v1_Contig_10773	448	274
QPX_transcriptome_v1_Contig_10774	90	63
QPX_transcriptome_v1_Contig_10775	98	108
QPX_transcriptome_v1_Contig_10776	240	122
QPX_transcriptome_v1_Contig_10777	257	118
QPX_transcriptome_v1_Contig_10778	302	216
QPX_transcriptome_v1_Contig_10779	76	75
QPX_transcriptome_v1_Contig_1078	954	427
QPX_transcriptome_v1_Contig_10780	207	162
QPX_transcriptome_v1_Contig_10781	122	77
QPX_transcriptome_v1_Contig_10782	182	180
QPX_transcriptome_v1_Contig_10783	448	133
QPX_transcriptome_v1_Contig_10784	165	72
QPX_transcriptome_v1_Contig_10785	151	159
QPX_transcriptome_v1_Contig_10786	254	269
QPX_transcriptome_v1_Contig_10787	120	194
QPX_transcriptome_v1_Contig_10788	437	286
QPX_transcriptome_v1_Contig_10789	107	75
QPX_transcriptome_v1_Contig_1079	18517	4956
QPX_transcriptome_v1_Contig_10790	163	45
QPX_transcriptome_v1_Contig_10791	116	129
QPX_transcriptome_v1_Contig_10792	260	80
QPX_transcriptome_v1_Contig_10793	644	687
QPX_transcriptome_v1_Contig_10794	116	134
QPX_transcriptome_v1_Contig_10795	118	212
QPX_transcriptome_v1_Contig_10796	90	128
QPX_transcriptome_v1_Contig_10797	213	33
QPX_transcriptome_v1_Contig_10798	109	121
QPX_transcriptome_v1_Contig_10799	108	172
QPX_transcriptome_v1_Contig_108	19233	9478
QPX_transcriptome_v1_Contig_1080	3421	1677
QPX_transcriptome_v1_Contig_10800	146	86
QPX_transcriptome_v1_Contig_10801	136	59
QPX_transcriptome_v1_Contig_10802	124	109
QPX_transcriptome_v1_Contig_10803	98	99
QPX_transcriptome_v1_Contig_10804	189	111
QPX_transcriptome_v1_Contig_10805	347	112
QPX_transcriptome_v1_Contig_10806	85	119
QPX_transcriptome_v1_Contig_10807	117	97
QPX_transcriptome_v1_Contig_10808	227	81
QPX_transcriptome_v1_Contig_10809	133	91
QPX_transcriptome_v1_Contig_1081	3231	1059
QPX_transcriptome_v1_Contig_10810	81	116
QPX_transcriptome_v1_Contig_10811	245	270
QPX_transcriptome_v1_Contig_10812	170	115
QPX_transcriptome_v1_Contig_10813	181	47
QPX_transcriptome_v1_Contig_10814	158	186
QPX_transcriptome_v1_Contig_10815	140	34
QPX_transcriptome_v1_Contig_10816	129	38
QPX_transcriptome_v1_Contig_10817	313	164
QPX_transcriptome_v1_Contig_10818	117	99
QPX_transcriptome_v1_Contig_10819	266	147
QPX_transcriptome_v1_Contig_1082	256	177
QPX_transcriptome_v1_Contig_10820	121	41
QPX_transcriptome_v1_Contig_10821	241	240
QPX_transcriptome_v1_Contig_10822	214	282
QPX_transcriptome_v1_Contig_10823	129	88
QPX_transcriptome_v1_Contig_10824	152	62
QPX_transcriptome_v1_Contig_10825	237	78
QPX_transcriptome_v1_Contig_10826	236	148
QPX_transcriptome_v1_Contig_10827	150	112
QPX_transcriptome_v1_Contig_10828	131	90
QPX_transcriptome_v1_Contig_10829	128	222
QPX_transcriptome_v1_Contig_1083	11610	3979
QPX_transcriptome_v1_Contig_10830	339	149
QPX_transcriptome_v1_Contig_10831	231	67
QPX_transcriptome_v1_Contig_10832	462	478
QPX_transcriptome_v1_Contig_10833	102	140
QPX_transcriptome_v1_Contig_10834	151	332
QPX_transcriptome_v1_Contig_10835	108	84
QPX_transcriptome_v1_Contig_10836	187	118
QPX_transcriptome_v1_Contig_10837	177	148
QPX_transcriptome_v1_Contig_10838	66	181
QPX_transcriptome_v1_Contig_10839	59	128
QPX_transcriptome_v1_Contig_1084	2354	1411
QPX_transcriptome_v1_Contig_10840	214	184
QPX_transcriptome_v1_Contig_10841	81	125
QPX_transcriptome_v1_Contig_10842	244	267
QPX_transcriptome_v1_Contig_10843	106	124
QPX_transcriptome_v1_Contig_10844	282	100
QPX_transcriptome_v1_Contig_10845	130	89
QPX_transcriptome_v1_Contig_10846	133	110
QPX_transcriptome_v1_Contig_10847	131	107
QPX_transcriptome_v1_Contig_10848	91	144
QPX_transcriptome_v1_Contig_10849	258	74
QPX_transcriptome_v1_Contig_1085	18518	8863
QPX_transcriptome_v1_Contig_10850	192	44
QPX_transcriptome_v1_Contig_10851	124	257
QPX_transcriptome_v1_Contig_10852	107	134
QPX_transcriptome_v1_Contig_10853	173	42
QPX_transcriptome_v1_Contig_10854	130	77
QPX_transcriptome_v1_Contig_10855	151	81
QPX_transcriptome_v1_Contig_10856	102	75
QPX_transcriptome_v1_Contig_10857	473	324
QPX_transcriptome_v1_Contig_10858	165	130
QPX_transcriptome_v1_Contig_10859	181	271
QPX_transcriptome_v1_Contig_1086	3228	287
QPX_transcriptome_v1_Contig_10860	196	152
QPX_transcriptome_v1_Contig_10861	190	88
QPX_transcriptome_v1_Contig_10862	167	164
QPX_transcriptome_v1_Contig_10863	116	14
QPX_transcriptome_v1_Contig_10865	123	110
QPX_transcriptome_v1_Contig_10866	166	176
QPX_transcriptome_v1_Contig_10867	199	111
QPX_transcriptome_v1_Contig_10868	227	99
QPX_transcriptome_v1_Contig_10869	116	154
QPX_transcriptome_v1_Contig_1087	15320	6687
QPX_transcriptome_v1_Contig_10870	258	131
QPX_transcriptome_v1_Contig_10871	164	195
QPX_transcriptome_v1_Contig_10872	184	72
QPX_transcriptome_v1_Contig_10873	143	121
QPX_transcriptome_v1_Contig_10874	62	105
QPX_transcriptome_v1_Contig_10875	217	197
QPX_transcriptome_v1_Contig_10876	70	80
QPX_transcriptome_v1_Contig_10877	251	49
QPX_transcriptome_v1_Contig_10878	103	110
QPX_transcriptome_v1_Contig_10879	172	108
QPX_transcriptome_v1_Contig_1088	2023	1071
QPX_transcriptome_v1_Contig_10880	108	124
QPX_transcriptome_v1_Contig_10881	238	93
QPX_transcriptome_v1_Contig_10882	199	72
QPX_transcriptome_v1_Contig_10883	254	156
QPX_transcriptome_v1_Contig_10884	160	36
QPX_transcriptome_v1_Contig_10885	94	93
QPX_transcriptome_v1_Contig_10886	142	133
QPX_transcriptome_v1_Contig_10887	104	90
QPX_transcriptome_v1_Contig_10888	123	61
QPX_transcriptome_v1_Contig_10889	44	139
QPX_transcriptome_v1_Contig_1089	4472	2367
QPX_transcriptome_v1_Contig_10890	160	82
QPX_transcriptome_v1_Contig_10891	59	211
QPX_transcriptome_v1_Contig_10892	153	209
QPX_transcriptome_v1_Contig_10893	184	172
QPX_transcriptome_v1_Contig_10894	122	87
QPX_transcriptome_v1_Contig_10895	179	117
QPX_transcriptome_v1_Contig_10896	71	133
QPX_transcriptome_v1_Contig_10897	195	112
QPX_transcriptome_v1_Contig_10898	129	127
QPX_transcriptome_v1_Contig_10899	197	85
QPX_transcriptome_v1_Contig_109	5921	4431
QPX_transcriptome_v1_Contig_1090	2345	541
QPX_transcriptome_v1_Contig_10900	69	144
QPX_transcriptome_v1_Contig_10901	104	137
QPX_transcriptome_v1_Contig_10902	167	131
QPX_transcriptome_v1_Contig_10903	185	37
QPX_transcriptome_v1_Contig_10904	161	153
QPX_transcriptome_v1_Contig_10905	168	83
QPX_transcriptome_v1_Contig_10906	116	74
QPX_transcriptome_v1_Contig_10907	168	131
QPX_transcriptome_v1_Contig_10908	334	240
QPX_transcriptome_v1_Contig_10909	230	101
QPX_transcriptome_v1_Contig_1091	369	294
QPX_transcriptome_v1_Contig_10910	121	121
QPX_transcriptome_v1_Contig_10911	240	58
QPX_transcriptome_v1_Contig_10912	116	195
QPX_transcriptome_v1_Contig_10913	115	55
QPX_transcriptome_v1_Contig_10914	250	98
QPX_transcriptome_v1_Contig_10915	178	87
QPX_transcriptome_v1_Contig_10916	156	147
QPX_transcriptome_v1_Contig_10917	212	112
QPX_transcriptome_v1_Contig_10918	111	97
QPX_transcriptome_v1_Contig_10919	572	215
QPX_transcriptome_v1_Contig_1092	1704	538
QPX_transcriptome_v1_Contig_10920	102	84
QPX_transcriptome_v1_Contig_10921	153	66
QPX_transcriptome_v1_Contig_10922	103	73
QPX_transcriptome_v1_Contig_10923	180	180
QPX_transcriptome_v1_Contig_10924	257	64
QPX_transcriptome_v1_Contig_10925	120	133
QPX_transcriptome_v1_Contig_10926	139	66
QPX_transcriptome_v1_Contig_10927	115	105
QPX_transcriptome_v1_Contig_10928	382	133
QPX_transcriptome_v1_Contig_10929	311	217
QPX_transcriptome_v1_Contig_1093	20009	8153
QPX_transcriptome_v1_Contig_10930	209	183
QPX_transcriptome_v1_Contig_10931	319	189
QPX_transcriptome_v1_Contig_10932	127	97
QPX_transcriptome_v1_Contig_10933	143	135
QPX_transcriptome_v1_Contig_10934	81	98
QPX_transcriptome_v1_Contig_10935	101	136
QPX_transcriptome_v1_Contig_10936	123	84
QPX_transcriptome_v1_Contig_10937	294	122
QPX_transcriptome_v1_Contig_10938	146	44
QPX_transcriptome_v1_Contig_10939	90	113
QPX_transcriptome_v1_Contig_1094	1858	1300
QPX_transcriptome_v1_Contig_10940	270	251
QPX_transcriptome_v1_Contig_10941	69	90
QPX_transcriptome_v1_Contig_10942	102	58
QPX_transcriptome_v1_Contig_10943	143	133
QPX_transcriptome_v1_Contig_10944	253	98
QPX_transcriptome_v1_Contig_10945	288	154
QPX_transcriptome_v1_Contig_10946	128	43
QPX_transcriptome_v1_Contig_10947	114	111
QPX_transcriptome_v1_Contig_10948	157	72
QPX_transcriptome_v1_Contig_10949	124	97
QPX_transcriptome_v1_Contig_1095	4303	1409
QPX_transcriptome_v1_Contig_10950	83	99
QPX_transcriptome_v1_Contig_10951	200	66
QPX_transcriptome_v1_Contig_10952	49	178
QPX_transcriptome_v1_Contig_10953	361	117
QPX_transcriptome_v1_Contig_10954	183	115
QPX_transcriptome_v1_Contig_10955	278	106
QPX_transcriptome_v1_Contig_10956	66	103
QPX_transcriptome_v1_Contig_10957	90	86
QPX_transcriptome_v1_Contig_10958	126	72
QPX_transcriptome_v1_Contig_10959	186	186
QPX_transcriptome_v1_Contig_1096	4274	2601
QPX_transcriptome_v1_Contig_10960	125	63
QPX_transcriptome_v1_Contig_10961	114	107
QPX_transcriptome_v1_Contig_10962	100	96
QPX_transcriptome_v1_Contig_10963	117	109
QPX_transcriptome_v1_Contig_10964	134	26
QPX_transcriptome_v1_Contig_10965	138	104
QPX_transcriptome_v1_Contig_10966	131	92
QPX_transcriptome_v1_Contig_10967	92	46
QPX_transcriptome_v1_Contig_10968	61	126
QPX_transcriptome_v1_Contig_10969	115	109
QPX_transcriptome_v1_Contig_1097	3438	1184
QPX_transcriptome_v1_Contig_10970	271	303
